Customer ID,Age,Gender,Location,Purchase Amount,Product Category,Payment Method,Frequency of Purchase,Subscription Status,Review Rating,Previous Purchases,Purchase_Amount_Outlier_Flag
CUST10518,29.0,Female,Los Angeles,94.21,Footwear,Bank Transfer,Monthly,No,4.8,8.0,False
CUST10588,24.0,Male,Phoenix,60.01,Groceries,Bank Transfer,Quarterly,No,3.9,7.0,False
CUST10529,52.0,Female,Houston,171.95,Electronics,Bank Transfer,Monthly,Yes,1.9,11.0,False
CUST10013,60.0,Male,San Antonio,130.33,Accessories,Cash,Monthly,No,3.0,7.0,False
CUST10386,28.0,Female,San Antonio,197.16,Sports,Cash,Weekly,Yes,1.0,12.0,False
CUST10197,38.0,Female,Seattle,35.03,Beauty,Cash,Quarterly,No,4.3,3.0,False
CUST10017,20.0,Male,Atlanta,42.62,Beauty,PayPal,Weekly,Yes,4.9,10.0,False
CUST10598,34.0,Male,Boston,66.56,Groceries,Debit Card,Bi-Weekly,No,3.6,10.0,False
CUST10425,36.0,Male,Phoenix,64.23,Groceries,PayPal,Quarterly,No,3.5,6.0,False
CUST10492,30.0,Female,Atlanta,120.28,Beauty,Bank Transfer,Annually,Yes,1.5,10.0,False
CUST10141,47.0,Male,Phoenix,58.2,Groceries,Credit Card,Quarterly,No,2.5,7.0,False
CUST10541,38.0,Female,Austin,68.94,Sports,Cash,Bi-Weekly,Yes,3.0,7.0,False
CUST10243,29.0,Female,Los Angeles,62.5,Accessories,Bank Transfer,Bi-Weekly,Yes,3.0,7.0,False
CUST10225,36.0,Male,Seattle,198.85,Groceries,Bank Transfer,Quarterly,No,2.1,6.0,False
CUST10370,30.0,Male,New York,93.22,Toys,Credit Card,Annually,Yes,1.8,8.0,False
CUST10569,38.0,Female,Phoenix,53.84,Groceries,Debit Card,Annually,No,3.1,5.0,False
CUST10309,29.0,Female,Atlanta,37.72,Accessories,Debit Card,Annually,Yes,3.8,8.0,False
CUST10553,46.0,Male,Phoenix,32.14,Sports,Bank Transfer,Monthly,No,4.3,10.0,False
CUST10036,38.0,Female,Seattle,138.62,Groceries,Bank Transfer,Monthly,No,1.3,10.0,False
CUST10079,49.0,Female,Atlanta,93.18,Accessories,PayPal,Annually,No,4.1,7.0,False
CUST10024,31.0,Male,Los Angeles,46.91,Toys,PayPal,Quarterly,No,3.9,10.0,False
CUST10065,48.0,Female,Phoenix,25.97,Toys,Cash,Quarterly,Yes,3.0,5.0,False
CUST10114,39.0,Female,Seattle,25.78,Groceries,Bank Transfer,Annually,Yes,1.4,12.0,False
CUST10333,20.0,Female,Philadelphia,114.96,Electronics,Cash,Bi-Weekly,Yes,3.0,6.0,False
CUST10222,61.0,Female,Miami,46.76,Accessories,Cash,Bi-Weekly,No,1.2,9.0,False
CUST10467,26.0,Male,San Antonio,7.17,Accessories,Cash,Quarterly,Yes,1.2,8.0,False
CUST10258,36.0,Male,Dallas,89.64,Footwear,Debit Card,Annually,No,2.9,8.0,False
CUST10177,45.0,Male,Boston,76.16,Sports,Bank Transfer,Monthly,No,1.2,3.0,False
CUST10313,55.0,Male,Boston,34.29,Home & Kitchen,PayPal,Annually,Yes,2.6,9.0,False
CUST10449,26.0,Female,Seattle,41.26,Sports,Debit Card,Weekly,No,4.0,6.0,False
CUST10490,49.0,Male,Miami,66.14,Sports,Debit Card,Bi-Weekly,No,3.7,7.0,False
CUST10231,29.0,Male,Atlanta,103.49,Accessories,PayPal,Quarterly,No,4.0,9.0,False
CUST10511,60.0,Female,Dallas,68.16,Electronics,PayPal,Monthly,Yes,4.8,9.0,False
CUST10560,39.0,Female,Houston,33.99,Accessories,PayPal,Bi-Weekly,No,2.7,9.0,False
CUST10348,29.0,Female,San Antonio,109.99,Footwear,Debit Card,Annually,No,3.6,11.0,False
CUST10587,44.0,Female,Philadelphia,113.97,Toys,PayPal,Monthly,Yes,2.3,9.0,False
CUST10344,30.0,Female,Philadelphia,65.81,Footwear,Credit Card,Monthly,No,2.5,11.0,False
CUST10104,33.0,Male,Seattle,50.84,Accessories,Debit Card,Monthly,No,3.1,6.0,False
CUST10582,18.0,Female,Boston,141.65,Electronics,Credit Card,Annually,Yes,1.8,4.0,False
CUST10179,22.0,Female,San Antonio,83.44,Beauty,Debit Card,Annually,Yes,3.2,6.0,False
CUST10045,27.0,Female,Miami,50.53,Groceries,Debit Card,Quarterly,Yes,1.5,7.0,False
CUST10191,29.0,Male,Dallas,76.63,Beauty,Credit Card,Annually,No,3.8,2.0,False
CUST10135,50.0,Female,Seattle,43.14,Home & Kitchen,Bank Transfer,Weekly,No,2.5,6.0,False
CUST10202,59.0,Male,Miami,70.43,Accessories,Cash,Bi-Weekly,Yes,1.2,10.0,False
CUST10472,52.0,Female,Los Angeles,66.62,Groceries,PayPal,Monthly,No,4.5,8.0,False
CUST10538,25.0,Male,Dallas,137.32,Electronics,Credit Card,Bi-Weekly,No,4.9,5.0,False
CUST10156,24.0,Male,San Antonio,100.11,Electronics,PayPal,Annually,No,3.0,6.0,False
CUST10431,28.0,Male,Denver,46.3,Electronics,PayPal,Quarterly,Yes,2.3,8.0,False
CUST10513,43.0,Male,San Diego,53.6,Sports,Credit Card,Weekly,Yes,3.7,11.0,False
CUST10255,45.0,Male,Philadelphia,148.84,Accessories,Debit Card,Bi-Weekly,No,2.1,8.0,False
CUST10040,24.0,Male,Chicago,68.73,Groceries,Bank Transfer,Quarterly,No,3.4,10.0,False
CUST10345,38.0,Female,Denver,3825.71,Electronics,Credit Card,Quarterly,Yes,2.5,9.0,True
CUST10155,30.0,Male,Seattle,76.07499999999999,Toys,Cash,Quarterly,No,3.6,10.0,False
CUST10574,28.0,Female,Philadelphia,87.2,Sports,Bank Transfer,Monthly,Yes,3.9,8.0,False
CUST10510,30.0,Male,Miami,25.38,Sports,Debit Card,Weekly,Yes,1.2,8.0,False
CUST10568,33.0,Female,Chicago,106.84,Groceries,Cash,Quarterly,No,4.7,9.0,False
CUST10099,52.0,Male,San Antonio,70.27,Groceries,Credit Card,Monthly,No,4.0,9.0,False
CUST10069,39.0,Female,San Diego,83.84,Clothing,Bank Transfer,Monthly,Yes,1.1,8.0,False
CUST10288,34.0,Female,Phoenix,76.07499999999999,Toys,Credit Card,Quarterly,No,4.3,11.0,False
CUST10259,48.0,Female,Atlanta,46.43,Sports,Cash,Quarterly,Yes,1.9,4.0,False
CUST10168,52.0,Female,Seattle,49.8,Electronics,Bank Transfer,Annually,No,3.1,6.0,False
CUST10247,47.0,Male,Atlanta,32.41,Footwear,Credit Card,Quarterly,No,2.7,9.0,False
CUST10249,49.0,Female,Miami,107.99,Sports,Cash,Bi-Weekly,No,1.8,4.0,False
CUST10070,16.0,Male,Houston,107.97,Home & Kitchen,Credit Card,Bi-Weekly,Yes,3.6,3.0,False
CUST10232,21.0,Female,Miami,64.55,Sports,Bank Transfer,Annually,Yes,2.0,9.0,False
CUST10464,41.0,Female,Los Angeles,160.45,Clothing,Credit Card,Bi-Weekly,Yes,3.9,9.0,False
CUST10316,40.0,Female,San Diego,31.59,Electronics,PayPal,Weekly,Yes,1.8,8.0,False
CUST10554,41.0,Male,Houston,38.36,Groceries,Cash,Weekly,Yes,2.1,7.0,False
CUST10201,40.0,Female,San Antonio,78.49,Books,Credit Card,Quarterly,No,1.1,8.0,False
CUST10507,28.0,Male,New York,116.79,Electronics,PayPal,Monthly,No,1.8,10.0,False
CUST10090,21.0,Female,Atlanta,177.18,Groceries,PayPal,Monthly,No,2.9,9.0,False
CUST10516,16.0,Female,San Antonio,83.03,Footwear,Credit Card,Bi-Weekly,No,4.6,7.0,False
CUST10110,59.0,Male,San Antonio,140.66,Home & Kitchen,Cash,Monthly,No,2.9,6.0,False
CUST10409,49.0,Male,Philadelphia,96.01,Clothing,Cash,Monthly,No,3.5,3.0,False
CUST10580,55.0,Female,Chicago,68.61,Footwear,Credit Card,Bi-Weekly,No,4.3,3.0,False
CUST10138,36.0,Female,Los Angeles,71.49,Clothing,Debit Card,Monthly,No,4.3,13.0,False
CUST10599,34.0,Male,San Antonio,25.7,Books,PayPal,Weekly,No,4.3,9.0,False
CUST10501,49.0,Male,Miami,64.31,Beauty,Bank Transfer,Quarterly,No,2.7,7.0,False
CUST10445,45.0,Male,Chicago,58.31,Home & Kitchen,PayPal,Annually,No,3.9,9.0,False
CUST10193,37.0,Female,Philadelphia,230.6,Home & Kitchen,Credit Card,Monthly,Yes,3.5,4.0,True
CUST10367,52.0,Male,Houston,69.99,Sports,Credit Card,Weekly,No,4.9,10.0,False
CUST10137,35.0,Female,Boston,62.45,Accessories,Credit Card,Bi-Weekly,No,3.6,16.0,False
CUST10430,39.0,Female,Austin,76.35,Groceries,Debit Card,Annually,No,4.3,9.0,False
CUST10356,54.0,Female,Phoenix,67.68,Sports,Cash,Quarterly,Yes,2.2,7.0,False
CUST10377,27.0,Male,Philadelphia,63.22,Home & Kitchen,Cash,Quarterly,Yes,4.9,12.0,False
CUST10052,18.0,Male,San Antonio,124.8,Toys,Debit Card,Quarterly,No,1.6,5.0,False
CUST10481,38.0,Male,San Diego,144.44,Accessories,Bank Transfer,Quarterly,Yes,3.2,4.0,False
CUST10088,58.0,Female,Austin,72.5,Clothing,Debit Card,Annually,No,2.8,8.0,False
CUST10567,38.0,Female,Miami,119.47,Books,Debit Card,Bi-Weekly,Yes,2.9,6.0,False
CUST10189,23.0,Female,Los Angeles,123.69,Groceries,Bank Transfer,Weekly,No,4.3,8.0,False
CUST10034,16.0,Female,Atlanta,188.89,Electronics,Credit Card,Annually,No,1.4,3.0,False
CUST10060,38.0,Female,Boston,147.33,Home & Kitchen,PayPal,Bi-Weekly,Yes,2.6,3.0,False
CUST10301,29.0,Male,Philadelphia,18.5,Sports,Credit Card,Annually,No,1.9,6.0,False
CUST10506,47.0,Female,New York,87.06,Toys,Credit Card,Weekly,No,4.4,7.0,False
CUST10221,38.0,Female,San Diego,47.42,Electronics,PayPal,Bi-Weekly,Yes,2.2,7.0,False
CUST10094,69.0,Male,Los Angeles,74.67,Sports,Debit Card,Monthly,No,3.2,3.0,False
CUST10187,56.0,Female,New York,75.99,Electronics,Credit Card,Bi-Weekly,No,1.2,7.0,False
CUST10029,42.0,Female,Phoenix,109.9,Toys,Bank Transfer,Quarterly,Yes,2.1,13.0,False
CUST10132,56.0,Female,Denver,76.07499999999999,Footwear,Cash,Weekly,No,3.5,7.0,False
CUST10001,30.0,Male,San Antonio,51.87,Clothing,Credit Card,Bi-Weekly,Yes,2.2,7.0,False
CUST10093,70.0,Male,Denver,53.05,Books,Cash,Bi-Weekly,No,3.8,5.0,False
CUST10561,50.0,Male,Miami,28.66,Books,Debit Card,Bi-Weekly,No,3.3,8.0,False
CUST10468,47.0,Female,New York,27.31,Footwear,Cash,Weekly,No,4.3,6.0,False
CUST10113,25.0,Male,Boston,32.0,Books,PayPal,Weekly,No,3.2,7.0,False
CUST10242,23.0,Female,Seattle,147.51,Books,Cash,Bi-Weekly,No,1.7,8.0,False
CUST10327,39.0,Female,Chicago,152.14,Beauty,Cash,Weekly,No,3.0,4.0,False
CUST10470,16.0,Female,Dallas,143.6,Toys,Credit Card,Bi-Weekly,No,3.0,12.0,False
CUST10241,41.0,Female,Miami,306.84,Beauty,Debit Card,Weekly,Yes,3.8,7.0,True
CUST10203,38.0,Female,Austin,108.35,Clothing,Bank Transfer,Quarterly,No,1.6,11.0,False
CUST10218,51.0,Female,Phoenix,76.07499999999999,Books,Cash,Quarterly,Yes,4.8,6.0,False
CUST10268,44.0,Male,San Antonio,92.14,Groceries,Debit Card,Weekly,Yes,4.0,6.0,False
CUST10414,51.0,Male,Boston,90.3,Sports,Cash,Bi-Weekly,No,2.8,9.0,False
CUST10021,68.0,Male,New York,14.58,Accessories,Bank Transfer,Annually,Yes,3.4,4.0,False
CUST10237,49.0,Male,Dallas,138.03,Home & Kitchen,Bank Transfer,Quarterly,No,1.6,500.0,False
CUST10062,16.0,Male,Los Angeles,73.07,Toys,Cash,Annually,No,2.4,6.0,False
CUST10026,56.0,Male,Chicago,23.31,Books,Cash,Weekly,No,4.4,4.0,False
CUST10388,40.0,Female,Boston,161.24,Groceries,PayPal,Quarterly,Yes,4.9,7.0,False
CUST10077,19.0,Female,Miami,104.69,Home & Kitchen,Credit Card,Quarterly,Yes,1.3,8.0,False
CUST10139,34.0,Female,Chicago,74.83,Books,Credit Card,Quarterly,No,3.9,8.0,False
CUST10229,36.0,Female,Houston,206.4,Accessories,Bank Transfer,Annually,Yes,2.0,5.0,False
CUST10385,34.0,Male,Phoenix,14.19,Groceries,Debit Card,Annually,No,2.4,7.0,False
CUST10517,47.0,Female,Chicago,43.53,Beauty,Cash,Quarterly,No,4.2,6.0,False
CUST10539,29.0,Male,Dallas,44.1,Toys,PayPal,Annually,No,2.0,7.0,False
CUST10557,47.0,Female,Miami,51.77,Clothing,Cash,Monthly,Yes,4.8,11.0,False
CUST10444,20.0,Male,Atlanta,118.02,Home & Kitchen,Bank Transfer,Quarterly,No,4.3,8.0,False
CUST10305,75.0,Female,Austin,70.03,Home & Kitchen,Cash,Bi-Weekly,Yes,2.1,6.0,False
CUST10023,51.0,Male,Chicago,47.84,Accessories,Bank Transfer,Bi-Weekly,No,2.8,6.0,False
CUST10171,36.0,Female,Dallas,79.86,Accessories,Debit Card,Monthly,No,2.4,8.0,False
CUST10262,40.0,Male,Atlanta,109.36,Groceries,Credit Card,Quarterly,Yes,1.5,6.0,False
CUST10508,37.0,Male,Boston,42.64,Groceries,Cash,Weekly,No,1.8,3.0,False
CUST10343,23.0,Female,Denver,139.11,Footwear,PayPal,Monthly,Yes,1.5,13.0,False
CUST10336,38.0,Female,Phoenix,106.07,Sports,Credit Card,Quarterly,No,2.7,5.0,False
CUST10042,38.0,Female,Atlanta,177.24,Beauty,Debit Card,Weekly,No,4.6,11.0,False
CUST10106,45.0,Female,Miami,33.48,Groceries,Cash,Quarterly,No,1.4,12.0,False
CUST10212,21.0,Female,Philadelphia,96.15,Footwear,Bank Transfer,Annually,Yes,4.4,5.0,False
CUST10540,63.0,Female,Austin,23.9,Accessories,Credit Card,Bi-Weekly,Yes,4.8,6.0,False
CUST10051,44.0,Female,Denver,35.8,Books,Bank Transfer,Quarterly,Yes,3.2,8.0,False
CUST10299,55.0,Female,Los Angeles,21.06,Clothing,PayPal,Monthly,No,3.3,9.0,False
CUST10142,18.0,Male,Denver,161.25,Groceries,Credit Card,Monthly,No,1.4,10.0,False
CUST10462,37.0,Male,Los Angeles,63.81,Electronics,PayPal,Quarterly,No,3.5,10.0,False
CUST10399,17.0,Male,Denver,28.72,Clothing,Bank Transfer,Annually,Yes,5.0,9.0,False
CUST10038,20.0,Male,Phoenix,214.73,Accessories,Debit Card,Bi-Weekly,No,4.5,5.0,False
CUST10339,52.0,Female,San Diego,238.04,Beauty,Bank Transfer,Weekly,No,4.0,13.0,True
CUST10082,33.0,Female,Denver,30.02,Sports,PayPal,Quarterly,Yes,3.8,7.0,False
CUST10534,41.0,Male,San Diego,19.17,Accessories,Cash,Bi-Weekly,Yes,3.7,1.0,False
CUST10116,66.0,Male,Boston,28.27,Clothing,PayPal,Monthly,No,3.9,4.0,False
CUST10544,46.0,Female,San Antonio,62.97,Sports,Bank Transfer,Bi-Weekly,No,3.7,6.0,False
CUST10257,49.0,Male,San Diego,41.38,Sports,PayPal,Annually,Yes,4.5,10.0,False
CUST10429,47.0,Male,Philadelphia,83.09,Groceries,Bank Transfer,Weekly,No,4.4,7.0,False
CUST10359,43.0,Female,Seattle,57.88,Accessories,Bank Transfer,Monthly,No,4.7,8.0,False
CUST10261,44.0,Female,Denver,76.07499999999999,Home & Kitchen,Bank Transfer,Weekly,No,4.2,5.0,False
CUST10148,39.0,Female,San Antonio,31.21,Beauty,Cash,Weekly,No,2.4,7.0,False
CUST10390,41.0,Male,Los Angeles,52.51,Home & Kitchen,Debit Card,Annually,No,1.7,3.0,False
CUST10128,22.0,Female,Los Angeles,15.73,Groceries,PayPal,Annually,No,3.9,4.0,False
CUST10086,47.0,Female,Seattle,25.37,Groceries,Credit Card,Annually,Yes,4.1,10.0,False
CUST10145,19.0,Male,San Diego,29.99,Home & Kitchen,Cash,Quarterly,No,1.1,11.0,False
CUST10164,47.0,Female,Denver,47.06,Footwear,Debit Card,Bi-Weekly,Yes,3.3,7.0,False
CUST10277,41.0,Female,Denver,113.51,Accessories,Debit Card,Bi-Weekly,No,2.6,9.0,False
CUST10416,39.0,Male,Austin,47.94,Sports,Bank Transfer,Annually,Yes,1.1,7.0,False
CUST10216,39.0,Male,Seattle,41.35,Accessories,Bank Transfer,Annually,Yes,1.7,9.0,False
CUST10236,31.0,Female,Chicago,99.45,Toys,Debit Card,Annually,No,4.4,8.0,False
CUST10057,57.0,Female,Houston,98.49,Footwear,Credit Card,Quarterly,Yes,2.4,7.0,False
CUST10488,27.0,Male,San Antonio,113.98,Footwear,Credit Card,Bi-Weekly,Yes,3.0,10.0,False
CUST10198,35.0,Female,San Diego,35.28,Groceries,PayPal,Weekly,No,2.6,7.0,False
CUST10321,24.0,Female,Austin,99.96,Toys,Cash,Bi-Weekly,Yes,2.4,13.0,False
CUST10417,47.0,Male,Houston,173.12,Home & Kitchen,Debit Card,Quarterly,Yes,4.0,8.0,False
CUST10076,43.0,Male,Chicago,87.04,Sports,PayPal,Quarterly,No,3.3,12.0,False
CUST10039,16.0,Female,Atlanta,169.15,Clothing,Credit Card,Monthly,Yes,4.4,13.0,False
CUST10435,47.0,Female,Los Angeles,249.84,Clothing,Bank Transfer,Monthly,No,2.5,6.0,True
CUST10485,40.0,Female,Miami,55.09,Beauty,Bank Transfer,Bi-Weekly,Yes,2.1,9.0,False
CUST10373,39.0,Female,San Diego,52.0,Electronics,Bank Transfer,Annually,Yes,2.7,10.0,False
CUST10209,65.0,Male,Boston,63.81,Groceries,Credit Card,Annually,No,2.2,11.0,False
CUST10448,26.0,Female,Chicago,52.05,Accessories,Cash,Quarterly,No,2.2,7.0,False
CUST10522,39.0,Male,Seattle,221.9,Sports,Credit Card,Annually,No,4.0,7.0,True
CUST10552,35.0,Female,Philadelphia,3.07,Toys,Cash,Bi-Weekly,No,3.7,9.0,False
CUST10545,40.0,Female,Phoenix,169.88,Accessories,PayPal,Bi-Weekly,No,1.2,7.0,False
CUST10047,49.0,Female,Seattle,35.47,Sports,PayPal,Weekly,No,3.0,6.0,False
CUST10275,25.0,Male,Phoenix,139.63,Toys,Bank Transfer,Weekly,No,1.7,4.0,False
CUST10457,45.0,Female,Houston,112.06,Clothing,PayPal,Weekly,No,1.5,9.0,False
CUST10502,33.0,Male,Dallas,70.23,Electronics,Credit Card,Annually,No,1.9,12.0,False
CUST10465,29.0,Female,Philadelphia,64.33,Beauty,Debit Card,Quarterly,No,2.2,11.0,False
CUST10283,34.0,Female,Atlanta,72.37,Sports,Credit Card,Weekly,No,4.4,8.0,False
CUST10396,51.0,Male,Miami,51.01,Beauty,Credit Card,Quarterly,No,1.9,5.0,False
CUST10178,34.0,Male,San Antonio,191.61,Footwear,Debit Card,Annually,No,4.6,11.0,False
CUST10572,47.0,Female,Phoenix,88.2,Sports,Bank Transfer,Quarterly,Yes,3.7,7.0,False
CUST10442,38.0,Female,Houston,62.6,Beauty,Debit Card,Quarterly,No,3.7,5.0,False
CUST10330,20.0,Female,Seattle,50.72,Home & Kitchen,Credit Card,Bi-Weekly,No,4.3,8.0,False
CUST10460,27.0,Female,Chicago,62.55,Clothing,Bank Transfer,Bi-Weekly,No,1.5,14.0,False
CUST10551,38.0,Male,Chicago,147.13,Clothing,PayPal,Weekly,No,3.0,5.0,False
CUST10543,34.0,Female,Phoenix,91.9,Books,Bank Transfer,Annually,No,1.4,6.0,False
CUST10546,38.0,Male,Boston,49.27,Footwear,Credit Card,Annually,No,4.9,8.0,False
CUST10355,24.0,Female,New York,85.55,Accessories,Credit Card,Monthly,Yes,4.8,5.0,False
CUST10285,43.0,Female,New York,90.42,Accessories,Bank Transfer,Quarterly,Yes,3.0,8.0,False
CUST10378,49.0,Male,Boston,74.28,Books,Bank Transfer,Bi-Weekly,No,3.2,6.0,False
CUST10101,37.0,Male,Los Angeles,153.72,Beauty,PayPal,Weekly,No,4.5,9.0,False
CUST10362,36.0,Female,Los Angeles,24.26,Books,Bank Transfer,Weekly,No,1.3,4.0,False
CUST10323,30.0,Female,San Antonio,53.79,Accessories,Cash,Weekly,Yes,2.6,7.0,False
CUST10514,52.0,Female,Philadelphia,100.27,Footwear,Debit Card,Monthly,No,2.7,10.0,False
CUST10172,42.0,Female,Seattle,113.59,Accessories,Credit Card,Weekly,Yes,4.6,3.0,False
CUST10579,33.0,Female,Seattle,26.12,Toys,PayPal,Monthly,No,4.5,8.0,False
CUST10117,50.0,Female,Seattle,256.24,Footwear,Debit Card,Weekly,No,2.6,10.0,True
CUST10121,23.0,Male,San Antonio,60.67,Accessories,PayPal,Monthly,Yes,4.7,10.0,False
CUST10214,42.0,Female,Philadelphia,53.4,Sports,PayPal,Monthly,Yes,2.7,6.0,False
CUST10452,38.0,Female,Austin,181.39,Sports,PayPal,Bi-Weekly,Yes,1.6,5.0,False
CUST10447,16.0,Female,New York,41.02,Groceries,PayPal,Bi-Weekly,No,4.4,9.0,False
CUST10296,27.0,Female,New York,54.56,Books,Cash,Bi-Weekly,No,3.0,5.0,False
CUST10246,23.0,Female,Phoenix,173.54,Clothing,Credit Card,Bi-Weekly,No,1.8,13.0,False
CUST10324,21.0,Male,Atlanta,201.04,Accessories,Bank Transfer,Bi-Weekly,Yes,3.2,3.0,False
CUST10252,45.0,Male,San Diego,157.21,Beauty,Debit Card,Monthly,No,2.3,6.0,False
CUST10432,38.0,Male,Seattle,60.97,Home & Kitchen,Debit Card,Quarterly,No,3.1,5.0,False
CUST10403,23.0,Male,San Diego,38.51,Toys,PayPal,Weekly,No,4.1,7.0,False
CUST10307,63.0,Male,Philadelphia,26.7,Accessories,Debit Card,Monthly,Yes,3.2,9.0,False
CUST10326,20.0,Female,Chicago,18.89,Groceries,Bank Transfer,Bi-Weekly,No,5.0,6.0,False
CUST10357,40.0,Male,Los Angeles,114.83,Books,Credit Card,Bi-Weekly,No,1.6,4.0,False
CUST10337,16.0,Male,Houston,44.5,Footwear,PayPal,Quarterly,No,1.1,8.0,False
CUST10436,40.0,Female,Seattle,98.41,Electronics,Cash,Monthly,No,3.1,7.0,False
CUST10271,16.0,Female,San Diego,155.95,Clothing,PayPal,Annually,Yes,1.1,5.0,False
CUST10434,37.0,Female,Atlanta,85.39,Toys,PayPal,Monthly,Yes,3.3,12.0,False
CUST10291,23.0,Male,Atlanta,40.25,Clothing,Debit Card,Annually,No,3.0,6.0,False
CUST10124,38.0,Male,Phoenix,84.96,Groceries,Credit Card,Monthly,No,3.0,10.0,False
CUST10585,28.0,Female,San Diego,39.08,Footwear,Bank Transfer,Annually,No,1.2,8.0,False
CUST10010,16.0,Female,Seattle,95.06,Groceries,Cash,Quarterly,Yes,1.5,11.0,False
CUST10317,33.0,Female,Philadelphia,129.45,Groceries,Debit Card,Monthly,No,2.2,6.0,False
CUST10054,44.0,Male,San Diego,189.84,Footwear,Credit Card,Annually,No,1.6,9.0,False
CUST10581,50.0,Male,San Antonio,115.81,Electronics,Credit Card,Quarterly,No,3.0,5.0,False
CUST10566,55.0,Female,Denver,141.46,Clothing,Credit Card,Quarterly,No,2.4,9.0,False
CUST10140,53.0,Female,Boston,48.56,Beauty,Bank Transfer,Weekly,No,1.0,7.0,False
CUST10583,67.0,Female,Houston,218.46,Books,Cash,Bi-Weekly,Yes,3.0,6.0,False
CUST10205,30.0,Male,New York,71.64,Footwear,Cash,Quarterly,No,2.8,8.0,False
CUST10014,38.0,Male,Boston,108.24,Books,PayPal,Monthly,No,4.3,9.0,False
CUST10297,28.0,Female,Seattle,26.2,Accessories,Cash,Annually,Yes,4.6,9.0,False
CUST10463,50.0,Female,New York,24.16,Electronics,Debit Card,Monthly,No,4.7,7.0,False
CUST10152,29.0,Female,New York,111.3,Footwear,Debit Card,Weekly,Yes,1.7,11.0,False
CUST10280,54.0,Male,New York,85.33,Books,Bank Transfer,Annually,No,1.5,5.0,False
CUST10570,36.0,Female,Dallas,76.07499999999999,Toys,Cash,Bi-Weekly,No,3.2,5.0,False
CUST10184,68.0,Male,Miami,86.18,Groceries,PayPal,Quarterly,Yes,1.1,9.0,False
CUST10192,48.0,Male,Miami,39.36,Groceries,Credit Card,Monthly,Yes,1.4,10.0,False
CUST10419,22.0,Female,Philadelphia,91.53,Books,Bank Transfer,Weekly,No,1.7,8.0,False
CUST10341,49.0,Female,Miami,81.61,Books,PayPal,Annually,No,4.0,8.0,False
CUST10593,35.0,Female,Denver,156.99,Accessories,Cash,Monthly,Yes,1.9,13.0,False
CUST10150,28.0,Male,Miami,41.28,Sports,PayPal,Monthly,No,3.2,7.0,False
CUST10418,42.0,Male,Miami,163.07,Accessories,PayPal,Weekly,Yes,4.1,9.0,False
CUST10519,59.0,Male,Denver,200.39,Electronics,Credit Card,Annually,No,4.3,10.0,False
CUST10454,39.0,Male,Austin,112.25,Sports,Debit Card,Monthly,No,1.2,3.0,False
CUST10493,18.0,Female,Chicago,27.61,Electronics,Credit Card,Annually,Yes,1.3,13.0,False
CUST10161,31.0,Male,Chicago,71.26,Accessories,Cash,Monthly,Yes,4.7,9.0,False
CUST10144,44.0,Female,Dallas,25.0,Accessories,Cash,Weekly,No,5.0,11.0,False
CUST10169,51.0,Male,Atlanta,76.94,Accessories,Debit Card,Annually,No,3.8,9.0,False
CUST10586,28.0,Female,Seattle,95.96,Sports,PayPal,Quarterly,No,2.6,9.0,False
CUST10527,32.0,Female,Philadelphia,241.92,Accessories,Credit Card,Monthly,No,1.4,13.0,True
CUST10380,47.0,Female,New York,150.0,Toys,Cash,Annually,Yes,1.7,6.0,False
CUST10375,28.0,Female,Denver,48.55,Beauty,PayPal,Monthly,Yes,4.1,3.0,False
CUST10596,38.0,Female,Denver,79.8,Clothing,PayPal,Bi-Weekly,Yes,2.6,9.0,False
CUST10147,36.0,Male,Los Angeles,65.82,Beauty,Debit Card,Annually,No,2.0,8.0,False
CUST10473,50.0,Male,Seattle,57.48,Toys,Cash,Weekly,No,1.8,9.0,False
CUST10456,31.0,Male,Denver,83.88,Electronics,Cash,Quarterly,Yes,3.0,7.0,False
CUST10220,31.0,Female,Denver,39.5,Beauty,Cash,Monthly,No,4.5,8.0,False
CUST10174,61.0,Female,Seattle,43.55,Toys,Debit Card,Monthly,No,2.2,14.0,False
CUST10267,30.0,Male,Houston,51.63,Electronics,Credit Card,Weekly,No,1.9,4.0,False
CUST10075,40.0,Male,Miami,25.74,Groceries,Credit Card,Monthly,No,3.9,9.0,False
CUST10483,16.0,Female,Atlanta,46.13,Toys,Cash,Bi-Weekly,Yes,3.3,4.0,False
CUST10006,51.0,Male,Boston,134.64,Books,Credit Card,Weekly,No,1.3,6.0,False
CUST10226,55.0,Male,Chicago,114.87,Books,PayPal,Monthly,No,4.8,9.0,False
CUST10215,53.0,Female,Seattle,126.45,Books,Bank Transfer,Weekly,No,2.7,12.0,False
CUST10098,24.0,Male,Austin,51.7,Clothing,Credit Card,Annually,No,3.6,9.0,False
CUST10248,27.0,Male,Phoenix,32.34,Accessories,Bank Transfer,Monthly,Yes,3.5,7.0,False
CUST10105,49.0,Female,Houston,95.12,Electronics,Cash,Bi-Weekly,No,3.1,5.0,False
CUST10118,41.0,Male,Atlanta,51.51,Accessories,Debit Card,Quarterly,No,2.1,5.0,False
CUST10206,17.0,Female,Denver,102.22,Groceries,Debit Card,Quarterly,Yes,3.4,12.0,False
CUST10112,47.0,Male,Atlanta,91.26,Groceries,Credit Card,Quarterly,No,4.7,5.0,False
